composition_json,cluster_type,label,mo_equivalent,pauling_chi_diff,allen_chi_diff,config_entropy,bv_ratio,u_density,mixing_enthalpy,lattice_distortion,type_I,type_II,type_III,type_IV
"{""Cr"": 0.097, ""U"": 0.903}",I,H,0.0,0.027160000000000004,0.041904,2.6475172130303446,10.316267066211752,18.363000155261616,0.8759100000000002,0.0540618556614382,1.0,0.0,0.0,0.0
"{""Nb"": 0.031996000000000004, ""U"": 0.968004}",I,H,0.036155480000000004,0.007039120000000007,0.013662292000000003,1.1773740683753153,9.260007983931006,18.76567819999041,-0.12388902393600001,0.01470498867392496,1.0,0.0,0.0,0.0
"{""Mo"": 0.063673, ""Ru"": 0.037384, ""U"": 0.898943}",I,H,0.063673,0.08031982000000003,0.07306399499999999,3.2756125896788824,10.9115335067271,18.448354780181525,0.7219905651650003,0.037203990654521284,1.0,0.0,0.0,0.0
"{""U"": 0.967017, ""Zr"": 0.032983}",II,M,0.0362813,0.001649149999999994,0.005706059000000001,1.2052237045542014,8.96997411566914,18.594838108697445,0.191370730266,0.004575413923280843,0.0,1.0,0.0,0.0
"{""Si"": 0.010537000000000001, ""U"": 0.917534, ""V"": 0.071929}",IV,H,0.17406818000000002,0.02346149,0.037912284,2.6294209045619397,9.782281067572363,18.244712040234283,1.9210847145620003,0.04445222188604389,0.0,0.0,0.0,1.0
"{""U"": 0.857052, ""Zr"": 0.142948}",II,M,0.15724280000000002,0.007147399999999974,0.024730004000000003,3.4110602605813685,8.712377778970682,17.07839492737707,0.735083215776,0.008942091247680736,0.0,1.0,0.0,0.0
"{""Al"": 0.026560999999999998, ""U"": 0.973439}",IV,H,0.0,0.006109030000000005,0.010279107,1.0191024175590429,9.00879770728583,18.707897214749657,0.7756653983699999,0.013429432970438668,0.0,0.0,0.0,1.0
"{""Nb"": 0.035, ""U"": 0.965}",I,H,0.03955,0.007700000000000007,0.014945000000000003,1.2613541787209859,9.279984282901854,18.73813817678714,-0.1351,0.015359779314240811,1.0,0.0,0.0,0.0
"{""Al"": 0.027467, ""U"": 0.972533}",IV,H,0.0,0.006317410000000005,0.010629729,1.0460993017928906,9.007486509847878,18.69590153719215,0.8013769173299999,0.013651228758811246,0.0,0.0,0.0,1.0
"{""Al"": 0.023350000000000003, ""U"": 0.933817, ""V"": 0.042833}",IV,H,0.10365586,0.016078750000000006,0.027283308,2.3829224566483838,9.456935948567239,18.36777837258005,1.43810007092,0.031074183016710354,0.0,0.0,0.0,1.0
"{""Mo"": 0.07300000000000001, ""U"": 0.927}",I,H,0.07300000000000001,0.056940000000000025,0.04810700000000001,2.1727041423226634,10.433591137302166,18.564683759317685,-0.338355,0.02857553062950425,1.0,0.0,0.0,0.0
"{""Cr"": 0.090269, ""Mn"": 0.047208, ""U"": 0.862523}",I,H,0.0,0.03330068000000001,0.06359157600000001,4.0638003779271505,10.286720395509537,18.3798456426082,0.77859088687,0.06417764206305113,1.0,0.0,0.0,0.0
"{""Mo"": 0.083789, ""Ru"": 0.025062, ""U"": 0.891149}",I,H,0.083789,0.08590626000000004,0.076068535,3.3492018297783406,11.077643242768252,18.368072322413134,0.296676869335,0.03697943974996318,1.0,0.0,0.0,0.0
"{""U"": 0.95, ""V"": 0.05}",III,H,0.121,0.0125,0.0213,1.6504557331775846,9.564935780960099,18.617243344459823,0.9500000000000001,0.03095409191668649,0.0,0.0,1.0,0.0
"{""Si"": 0.014563, ""U"": 0.985437}",IV,H,0.0,0.00757276,0.010048469999999999,0.6322573990278026,9.0338223356131,18.822294029401007,0.9328097370149999,0.030058264979969124,0.0,0.0,0.0,1.0
"{""Ru"": 0.031519, ""Ti"": 0.054959, ""U"": 0.913522}",II,M,0.10222374000000001,0.03463902000000001,0.04342597499999999,2.91852770113993,9.671031774601337,18.21791178076781,1.767511598304,0.027629093982372694,0.0,1.0,0.0,0.0
"{""Cr"": 0.076557, ""U"": 0.923443}",I,H,0.0,0.02143596,0.033072623999999995,2.2470976190852614,10.04881587560505,18.51427585868405,0.70696025751,0.04838825422832769,1.0,0.0,0.0,0.0
"{""Ti"": 0.110937, ""U"": 0.889063}",II,M,0.20634282,0.017749920000000016,0.034723280999999995,2.897178652385899,9.19154837902307,17.660366460096864,1.7753396765579998,0.018235215400587715,0.0,1.0,0.0,0.0
"{""U"": 0.865, ""Zr"": 0.135}",II,M,0.14850000000000002,0.0067499999999999765,0.023355000000000008,3.290532881539606,8.730996209235578,17.186652279556256,0.70065,0.008731917017933733,0.0,1.0,0.0,0.0
"{""Mn"": 0.056392, ""U"": 0.943608}",III,H,0.0,0.009586640000000007,0.029380232000000006,1.8034923750251488,9.047237790232186,19.057646116893512,0.0,0.043336591657731315,0.0,0.0,1.0,0.0
"{""Nb"": 0.116683, ""U"": 0.883317}",I,H,0.13185178999999997,0.02567026000000002,0.049823641,2.995231444047758,9.82316804749432,17.980724646266985,-0.412272310044,0.027016208861375155,1.0,0.0,0.0,0.0
"{""Al"": 0.021386, ""U"": 0.978614}",IV,H,0.0,0.004918780000000004,0.008276382,0.8595449120798655,9.016287162850281,18.776332150844766,0.6278591701199999,0.012077135059695914,0.0,0.0,0.0,1.0
"{""Mo"": 0.030883, ""U"": 0.969117}",I,H,0.030883,0.024088740000000008,0.020351897,1.14565500078943,9.633741220609751,18.85130006216491,-0.149646201555,0.0189163017542594,1.0,0.0,0.0,0.0
"{""Fe"": 0.041173999999999995, ""Nb"": 0.140527, ""U"": 0.818299}",III,H,0.15879551,0.049444240000000035,0.08524469100000001,4.748942839307196,10.596464115841679,17.46120506652405,-0.02980153197600005,0.04689110392577985,0.0,0.0,1.0,0.0
"{""Ta"": 0.101685, ""U"": 0.898315}",I,H,0.0,0.01220220000000001,0.02501451,2.733390466177489,9.870440844103854,18.844547722146306,0.91345160775,0.025401379903903662,1.0,0.0,0.0,0.0
"{""Fe"": 0.017, ""U"": 0.983}",III,H,0.0,0.007650000000000003,0.010421,0.7160173687550876,9.30105110887017,18.94894863770547,0.250665,0.024941353097601482,0.0,0.0,1.0,0.0
"{""U"": 0.753, ""Zr"": 0.247}",II,M,0.2717,0.012349999999999956,0.04273100000000001,4.647652732810391,8.468632823519872,15.680006931972637,1.1159459999999999,0.010988527500333328,0.0,1.0,0.0,0.0
"{""Al"": 0.028855000000000002, ""U"": 0.971145}",IV,H,0.0,0.006636650000000006,0.011166885000000001,1.0869659235297373,9.005477743795037,18.677515600037736,0.8406716692500001,0.01398353221829719,0.0,0.0,0.0,1.0
"{""Nb"": 0.095346, ""U"": 0.812875, ""Zr"": 0.091779}",I,M,0.20869788,0.025565070000000002,0.05659050900000001,5.085660446097215,9.46628405372023,16.895189786125297,0.13761160875,0.0264384098696864,1.0,0.0,0.0,0.0
"{""Cr"": 0.064216, ""Ti"": 0.105546, ""U"": 0.830238}",I,H,0.19631556,0.03486784000000001,0.060777209999999984,4.7231559426356124,10.024659130767088,17.231036892665085,2.063010839592,0.04675580345667,1.0,0.0,0.0,0.0
"{""U"": 0.959971, ""Zr"": 0.040028999999999995}",II,M,0.0440319,0.0020014499999999927,0.006925017000000001,1.397053801087181,8.953468647671347,18.496453083241178,0.230560074954,0.005021185841320174,0.0,1.0,0.0,0.0
"{""U"": 0.869284, ""V"": 0.071411, ""Zr"": 0.059305}",III,M,0.23805012,0.02081799999999999,0.040680851,3.9723424532052336,9.647700659282908,17.57931274184494,1.56778623762,0.03755176422970417,0.0,0.0,1.0,0.0
"{""Ti"": 0.092692, ""U"": 0.907308}",II,M,0.17240712,0.014830720000000013,0.029012595999999995,2.5667170172856313,9.167814668065592,17.893383338060126,1.513803476448,0.016820739286085705,0.0,1.0,0.0,0.0
"{""Cr"": 0.07528, ""Nb"": 0.135724, ""U"": 0.788996}",I,H,0.15336812,0.05093768000000003,0.090475108,5.427053754500284,10.934660169774883,17.21571141856803,0.09409229734399996,0.05379074069809871,1.0,0.0,0.0,0.0
"{""Ru"": 0.049, ""U"": 0.951}",II,H,0.0,0.040180000000000014,0.04076799999999999,1.6258875933731334,9.905855505660567,18.83135958110375,1.39797,0.030654757459196602,0.0,1.0,0.0,0.0
"{""Mo"": 0.114684, ""U"": 0.885316}",I,H,0.114684,0.08945352000000002,0.075576756,2.961427513858304,11.225217889620865,18.274920969034728,-0.5076579007199999,0.035163066547959886,1.0,0.0,0.0,0.0
"{""Al"": 0.031412999999999996, ""U"": 0.968587}",IV,H,0.0,0.007224990000000006,0.012156830999999998,1.1608015137982841,9.001775709527623,18.6436046068271,0.9127867029299999,0.014574079828901852,0.0,0.0,0.0,1.0
"{""Nb"": 0.142539, ""U"": 0.857461}",I,H,0.16106906999999998,0.031358580000000025,0.060864153000000004,3.4049643570401926,9.995107856479091,17.737479525229585,-0.488886533916,0.02948372399218362,1.0,0.0,0.0,0.0
"{""Si"": 0.011625, ""U"": 0.988375}",IV,H,0.0,0.006045,0.008021249999999999,0.5266242261369061,9.036528825050091,18.869793945755514,0.746840859375,0.026875798191540113,0.0,0.0,0.0,1.0
"{""Al"": 0.011493, ""U"": 0.988507}",IV,H,0.0,0.0026433900000000024,0.004447791,0.5217420421063773,9.030604686309049,18.9067646915961,0.34082732853,0.008890813017238578,0.0,0.0,0.0,1.0
"{""Mn"": 0.060545, ""U"": 0.939455}",III,H,0.0,0.010292650000000009,0.03154394500000001,1.899453715618159,9.047237790232186,19.057646116893512,0.0,0.044840072123586164,0.0,0.0,1.0,0.0
"{""Mo"": 0.062766, ""U"": 0.937234}",I,H,0.062766,0.04895748000000002,0.041362794,1.9497277552664063,10.239235792728,18.634890265384712,-0.29413214622,0.026612844510348975,1.0,0.0,0.0,0.0
"{""Al"": 0.023386, ""U"": 0.976614}",IV,H,0.0,0.005378780000000005,0.009050382000000001,0.9223490634629025,9.013392687269816,18.749900685653515,0.6851728501200001,0.012618432033702918,0.0,0.0,0.0,1.0
"{""Ta"": 0.037902, ""U"": 0.962098}",I,H,0.0,0.004548240000000004,0.009323891999999999,1.3403688791135386,9.354077954935377,18.97888451856502,0.36465438395999994,0.015963692863203344,1.0,0.0,0.0,0.0
"{""Mn"": 0.019125, ""Nb"": 0.141871, ""U"": 0.839004}",III,H,0.16031422999999997,0.03446287000000003,0.070543042,4.157021304957694,10.009060584356623,17.717665675341447,-0.476121345936,0.03813176251023231,0.0,0.0,1.0,0.0
"{""Ru"": 0.0697, ""U"": 0.834584, ""Zr"": 0.095716}",II,M,0.10528760000000001,0.0619398,0.074549268,4.665367532595764,10.044360059945936,17.372766554560446,2.2244133968639996,0.037623773696414696,0.0,1.0,0.0,0.0
"{""Mn"": 0.034641, ""U"": 0.965359}",III,H,0.0,0.005888970000000005,0.018047961000000005,1.2514385839914102,9.047237790232186,19.057646116893512,0.0,0.0342151771593128,0.0,0.0,1.0,0.0
"{""Cr"": 0.054257, ""U"": 0.945743}",I,H,0.0,0.015191960000000001,0.023439023999999996,1.7531223155729554,9.757069969890159,18.676253256169673,0.51313177951,0.04105801664764605,1.0,0.0,0.0,0.0
"{""Cr"": 0.073616, ""Fe"": 0.048619, ""U"": 0.877764}",I,H,0.0,0.04249103000000001,0.06160555899999999,3.7704626709644593,10.736232281372304,18.19872806983668,1.2827382941513055,0.061899056618480164,1.0,0.0,0.0,0.0
"{""U"": 0.8612839999999999, ""V"": 0.07941100000000001, ""Zr"": 0.059305}",III,M,0.25741012,0.02281799999999999,0.044088851000000005,4.13466967025678,9.730532337799374,17.504673579278922,1.6932170376199998,0.03942855904061096,0.0,0.0,1.0,0.0
"{""Nb"": 0.062229, ""U"": 0.937771}",I,H,0.07031876999999999,0.013690380000000012,0.026571783,1.9376371414267184,9.461054404299063,18.487497169726367,-0.233426206236,0.02023585536039377,1.0,0.0,0.0,0.0
"{""Ru"": 0.045823, ""U"": 0.954177}",II,H,0.0,0.037574860000000015,0.03812473599999999,1.5466335233532993,9.850185536641876,18.846261428308868,1.3116975801300002,0.02968041210769691,0.0,1.0,0.0,0.0
"{""U"": 0.850652, ""Zr"": 0.149348}",II,M,0.16428280000000003,0.007467399999999974,0.02583720400000001,3.504986678876507,8.697385585501213,16.99137288619335,0.762259049376,0.009104395922927734,0.0,1.0,0.0,0.0
"{""Fe"": 0.021712000000000002, ""U"": 0.978288}",III,H,0.0,0.009770400000000005,0.013309456,0.8698867147227826,9.371402188718536,18.918534756106705,0.31860883584000005,0.028144729401852513,0.0,0.0,1.0,0.0
"{""Ti"": 0.069608, ""U"": 0.930392}",II,M,0.12947088,0.01113728000000001,0.021787303999999997,2.1003141272123695,9.137786222807032,18.186368213984675,1.1657290740480002,0.014741037255391016,0.0,1.0,0.0,0.0
"{""Fe"": 0.032083, ""Nb"": 0.086896, ""U"": 0.881021}",III,H,0.09819248,0.033554470000000024,0.056771471000000004,3.610272868911347,10.104092935483587,18.038544543016,0.08151565109699999,0.04067134123416264,0.0,0.0,1.0,0.0
"{""Si"": 0.014254, ""U"": 0.985746}",IV,H,0.0,0.00741208,0.009835259999999998,0.6214021265665617,9.034106986816653,18.827290218394907,0.91330352646,0.02974002094413441,0.0,0.0,0.0,1.0
"{""Ru"": 0.061146, ""Ti"": 0.090016, ""U"": 0.848838}",II,M,0.16742976,0.06454228000000004,0.07904847999999998,4.379175149601283,10.235783409061087,17.615844734133745,2.932453475784,0.03690777233178746,0.0,1.0,0.0,0.0
"{""Mo"": 0.1058, ""U"": 0.8942}",I,H,0.1058,0.08252400000000003,0.06972220000000001,2.807164795731753,11.056500586396623,18.33719536332734,-0.47303180000000006,0.03390945199592753,1.0,0.0,0.0,0.0
"{""Al"": 0.028918, ""Nb"": 0.059232, ""U"": 0.91185}",IV,H,0.06693215999999999,0.019682180000000018,0.03648333,2.943299095815152,9.399273432208814,18.127997438918218,0.544191874632,0.02380091446634106,0.0,0.0,0.0,1.0
"{""Fe"": 0.041462, ""Ti"": 0.063534, ""U"": 0.895004}",III,H,0.11817324,0.028823340000000017,0.04530234799999999,3.3785100221138786,9.748920712842448,17.977910166694745,1.5353849581319998,0.04058925638206513,0.0,0.0,1.0,0.0
"{""Ti"": 0.032814, ""U"": 0.967186}",II,M,0.06103404000000001,0.005250240000000005,0.010270782,1.20047334854566,9.089923347445596,18.649177418617693,0.571270345272,0.010297349362670101,0.0,1.0,0.0,0.0
"{""Mn"": 0.046834, ""U"": 0.953166}",III,H,0.0,0.007961780000000007,0.024400514000000005,1.572056506091506,9.047237790232186,19.057646116893515,0.0,0.03962196038611162,0.0,0.0,1.0,0.0
"{""Nb"": 0.061904, ""U"": 0.938096}",I,H,0.06995151999999999,0.013618880000000012,0.026433008000000004,1.9302997954520658,9.458893186867131,18.490499557441343,-0.232287579136,0.020185891349002512,1.0,0.0,0.0,0.0
"{""Fe"": 0.021444, ""Mn"": 0.029106, ""U"": 0.94945}",III,H,0.0,0.014597820000000008,0.028309398000000003,1.9503578346131434,9.376998923959448,18.916109826579962,0.305400087,0.0417255520510567,0.0,0.0,1.0,0.0
"{""Cr"": 0.067617, ""Mn"": 0.025834, ""U"": 0.906549}",I,H,0.0,0.023324540000000005,0.042670058,3.039146190571659,9.955315127735329,18.56652874829553,0.61298123733,0.053674400524335364,1.0,0.0,0.0,0.0
"{""Nb"": 0.053989, ""U"": 0.946011}",I,H,0.06100757,0.01187758000000001,0.023053303000000004,1.7467478972901012,9.406259230024833,18.563538590313936,-0.20429675151600002,0.018918113405988264,1.0,0.0,0.0,0.0
"{""Fe"": 0.051611000000000004, ""U"": 0.948389}",III,H,0.0,0.02322495000000001,0.031637543000000004,1.6896682617815524,9.817800095421896,18.72259617988603,0.7342095701850001,0.04297273916100848,0.0,0.0,1.0,0.0
"{""Ta"": 0.06117, ""U"": 0.922542, ""V"": 0.016288}",I,H,0.03941696,0.011412400000000007,0.021986508,2.5969239881907495,9.711092123491781,18.786434952773003,0.86484622332,0.026541128970881227,1.0,0.0,0.0,0.0
"{""Ru"": 0.045964, ""U"": 0.954036}",II,H,0.0,0.03769048000000001,0.038242047999999994,1.5501907327692463,9.852656252925044,18.84560074955234,1.31553932112,0.029724439693325836,0.0,1.0,0.0,0.0
"{""U"": 0.929914, ""V"": 0.070086}",III,H,0.16960811999999997,0.0175215,0.029856635999999992,2.1106032258374023,9.772905417795315,18.436116983909358,1.30347905208,0.036362103639065266,0.0,0.0,1.0,0.0
"{""U"": 0.980055, ""V"": 0.019944999999999997}",III,H,0.048266899999999995,0.004986249999999999,0.008496569999999998,0.8133169329852639,9.25374751873355,18.88373122174228,0.39094393949999995,0.019772592363267127,0.0,0.0,1.0,0.0
"{""Ti"": 0.104279, ""U"": 0.895721}",II,M,0.19395894,0.016684640000000014,0.032639326999999996,2.7800722209932567,9.18288742821162,17.745548462164944,1.681288022862,0.017738764433938455,0.0,1.0,0.0,0.0
"{""Cr"": 0.101, ""U"": 0.899}",I,H,0.0,0.028280000000000003,0.043632,2.720961513189897,10.368598170375858,18.333082415037033,0.9079900000000001,0.05508320238881201,1.0,0.0,0.0,0.0
"{""Mo"": 0.05, ""U"": 0.885, ""Zr"": 0.065}",II,M,0.12150000000000001,0.04225,0.044195000000000005,3.6213613242493112,9.844530412342126,17.804769200455205,0.14015000000000005,0.025038668272464475,0.0,1.0,0.0,0.0
"{""Al"": 0.020393, ""U"": 0.870413, ""Zr"": 0.109194}",IV,H,0.12011340000000001,0.010150089999999985,0.026782653000000003,3.6748518640958583,8.761934024084548,17.26882326143859,1.004794329354,0.014551006470920143,0.0,0.0,0.0,1.0
"{""Al"": 0.027101, ""U"": 0.972899}",IV,H,0.0,0.006233230000000005,0.010488087,1.0352245024329072,9.008016198879103,18.700747997677965,0.7909960739699999,0.013562108598638286,0.0,0.0,0.0,1.0
"{""Si"": 0.015278, ""U"": 0.984722}",IV,H,0.0,0.00794456,0.010541819999999999,0.6571653829001362,9.03316367667932,18.810732860685153,0.9778978765399999,0.03078166062158527,0.0,0.0,0.0,1.0
"{""U"": 0.873266, ""Zr"": 0.12673399999999999}",II,M,0.1394074,0.006336699999999976,0.021924982000000003,3.160406460042485,8.750359564113488,17.299461218680936,0.6640349594639999,0.008502492335455454,0.0,1.0,0.0,0.0
"{""Si"": 0.011981, ""U"": 0.988019}",IV,H,0.0,0.0062301200000000004,0.008266889999999999,0.5397288658440175,9.036200877385157,18.864038851663505,0.7694346165349999,0.027281733580100966,0.0,0.0,0.0,1.0
"{""U"": 0.917331, ""Zr"": 0.082669}",II,M,0.09093590000000001,0.004133449999999986,0.014301737000000005,2.3714860710709296,8.853583158681012,17.904647799259966,0.45500901863400006,0.0070461220679064775,0.0,1.0,0.0,0.0
"{""Nb"": 0.113968, ""Ta"": 0.092826, ""U"": 0.793206}",I,H,0.12878383999999998,0.036212080000000035,0.071499532,5.420178487851273,10.556597531589711,17.795662286243058,0.36412180236,0.03434235533704499,1.0,0.0,0.0,0.0
"{""Cr"": 0.090269, ""Mn"": 0.047208, ""U"": 0.8625229999999999}",I,H,0.0,0.03330068000000001,0.06359157600000001,4.063800377927151,10.286720395509537,18.3798456426082,0.7785908868700001,0.06417764206305114,1.0,0.0,0.0,0.0
"{""Si"": 0.011743, ""U"": 0.988257}",IV,H,0.0,0.00610636,0.00810267,0.5309779253105493,9.036420123295985,18.86788637402456,0.754331626815,0.02701104235555604,0.0,0.0,0.0,1.0
"{""U"": 0.942441, ""Zr"": 0.057559}",II,M,0.06331490000000001,0.00287794999999999,0.009957707000000003,1.8307221540407175,8.91240409274638,18.25240913589249,0.32547576911399995,0.005963189466933916,0.0,1.0,0.0,0.0
"{""Ni"": 0.04, ""U"": 0.96}",II,H,0.0,0.0212,0.026920000000000003,1.3962876442619143,9.77791277027692,18.839278602905175,0.96,0.040529302879556216,0.0,1.0,0.0,0.0
"{""Ti"": 0.071869, ""U"": 0.928131}",II,M,0.13367634,0.01149904000000001,0.022494996999999996,2.1487271774139627,9.140727407815247,18.1577612829381,1.200669243102,0.01496228094083678,0.0,1.0,0.0,0.0
"{""U"": 0.93, ""V"": 0.07}",III,H,0.16940000000000002,0.0175,0.02982,2.108754204706942,9.772014977251263,18.436897755774496,1.3020000000000003,0.03634102267095787,0.0,0.0,1.0,0.0
"{""Ru"": 0.061146, ""Ti"": 0.091016, ""U"": 0.847838}",II,M,0.16928976,0.06470228000000003,0.07936147999999998,4.3977798657749245,10.237084242766622,17.602797084075995,2.944259891784,0.036934035417549,0.0,1.0,0.0,0.0
"{""Ru"": 0.031535, ""U"": 0.968465}",II,H,0.0,0.02585870000000001,0.026237119999999996,1.164277155938804,9.599819619947167,18.91288110008955,0.9162163132500001,0.02475552756600877,0.0,1.0,0.0,0.0
"{""Ta"": 0.073145, ""U"": 0.926855}",I,H,0.0,0.008777400000000008,0.01799367,2.1757666989649103,9.639391867779938,18.904938206273865,0.67794808975,0.021830932222226394,1.0,0.0,0.0,0.0
"{""U"": 0.867425, ""Zr"": 0.132575}",II,M,0.1458325,0.006628749999999977,0.022935475000000004,3.252873492507675,8.736676845042368,17.219723785609126,0.68999321625,0.008665793961592108,0.0,1.0,0.0,0.0
"{""Ru"": 0.06765499999999999, ""U"": 0.856445, ""V"": 0.0759}",II,M,0.18367799999999998,0.07445210000000002,0.08862235999999998,4.245399139018224,11.018609085816486,18.04431572391784,3.03836710425,0.05047071606608948,0.0,1.0,0.0,0.0
"{""Mo"": 0.048276, ""Ru"": 0.05569, ""U"": 0.896034}",I,H,0.048276,0.08332108000000003,0.07814796399999999,3.371409733204073,10.939899466705612,18.466429779789458,1.2807193168800002,0.039360515456888796,1.0,0.0,0.0,0.0
"{""U"": 0.871425, ""Zr"": 0.128575}",II,M,0.14143250000000002,0.006428749999999977,0.022243475000000006,3.1898226931441456,8.746046965960787,17.274316991986836,0.67226081625,0.008554590835829247,0.0,1.0,0.0,0.0
"{""Si"": 0.011335999999999999, ""U"": 0.988664}",IV,H,0.0,0.00589472,0.007821839999999998,0.5159185875171324,9.03679505222752,18.874465814421384,0.7284871817599999,0.026541583236433724,0.0,0.0,0.0,1.0
"{""Fe"": 0.040350000000000004, ""U"": 0.95965}",III,H,0.0,0.01815750000000001,0.02473455,1.4055222387452802,9.64967116711705,18.79699866200678,0.5808281625,0.03813800406306648,0.0,0.0,1.0,0.0
"{""Mo"": 0.046744, ""U"": 0.953256}",I,H,0.046744,0.03646032000000001,0.030804296000000002,1.5698011095493098,9.93495971975875,18.744076125185796,-0.22279499232,0.023121177015397506,1.0,0.0,0.0,0.0
"{""Nb"": 0.087347, ""U"": 0.912653}",I,H,0.09870210999999998,0.019216340000000016,0.037297169,2.4639070586523335,9.628086587238396,18.254660293110735,-0.318870006364,0.023701091560071122,1.0,0.0,0.0,0.0
"{""Mo"": 0.110099, ""U"": 0.784239, ""Zr"": 0.10566199999999999}",I,M,0.2263272,0.09116032000000002,0.09083476700000001,5.578683220844706,10.890627075619355,16.806485771250543,0.12363232169300002,0.036262587884431007,1.0,0.0,0.0,0.0
"{""Si"": 0.012427, ""Ti"": 0.055134, ""U"": 0.932439}",IV,H,0.10254924000000001,0.015283480000000009,0.025831571999999997,2.3240247981916826,9.10751018712363,18.166260099760162,1.6531953592470001,0.030534403576226245,0.0,0.0,0.0,1.0
"{""Si"": 0.013883, ""U"": 0.986117}",IV,H,0.0,0.00721916,0.009579269999999999,0.6082940215206296,9.034448752501172,18.833288738466702,0.889867050215,0.029353226301961906,0.0,0.0,0.0,1.0
"{""Ta"": 0.074145, ""U"": 0.925855}",I,H,0.0,0.008897400000000008,0.01823967,2.1968178210643754,9.647487487132565,18.90282993869653,0.68647518975,0.0219696378595145,1.0,0.0,0.0,0.0
"{""U"": 0.79548, ""V"": 0.073763, ""Zr"": 0.130757}",III,M,0.32233916,0.024978599999999976,0.054043999,5.323620591716378,9.504674702801049,16.555448006151412,1.836207409324,0.03904748979520281,0.0,0.0,1.0,0.0
"{""Ru"": 0.032797, ""U"": 0.967203}",II,H,0.0,0.026893540000000007,0.027287103999999996,1.1999950885351018,9.621933406822077,18.907022984320136,0.9516407037300001,0.025234071321018722,0.0,1.0,0.0,0.0
"{""Mo"": 0.090084, ""Nb"": 0.104011, ""U"": 0.805905}",I,M,0.20761643,0.09314794000000004,0.10377805300000001,5.2057519787829465,11.449698529916159,17.457275224542823,-0.69828766992,0.03880145833089454,1.0,0.0,0.0,0.0
"{""Ti"": 0.052830999999999996, ""U"": 0.947169}",II,M,0.09826566,0.008452960000000008,0.016536102999999996,1.7190695950882164,9.115962135729282,18.398029871499002,0.9007179379019999,0.012944992119370405,0.0,1.0,0.0,0.0
"{""Mo"": 0.067599, ""U"": 0.932401}",I,H,0.067599,0.05272722000000002,0.04454774100000001,2.0567468590491744,10.331019980760729,18.601780639144383,-0.3151468759950001,0.02756175839189022,1.0,0.0,0.0,0.0
"{""Ti"": 0.11086, ""U"": 0.88914}",II,M,0.2061996,0.017737600000000017,0.034699179999999996,2.8958460603876035,9.191448214827743,17.66135257456642,1.7742610872,0.0182295937471252,0.0,1.0,0.0,0.0
"{""Ru"": 0.026535, ""U"": 0.973465}",II,H,0.0,0.021758700000000006,0.022077119999999995,1.0183238177138136,9.512205567352433,18.936041319091494,0.77492681325,0.022750766214153288,0.0,1.0,0.0,0.0
"{""Ta"": 0.024758000000000002, ""U"": 0.878894, ""Zr"": 0.096348}",I,H,0.10598280000000002,0.0077883599999999855,0.022758672000000008,3.5788556342508566,9.021971031602542,17.66100789656154,0.732830802544,0.015327049062990893,1.0,0.0,0.0,0.0
"{""Al"": 0.022223, ""U"": 0.977777}",IV,H,0.0,0.0051112900000000044,0.008600301,0.8860138518324595,9.015075824819856,18.765273158756084,0.65187414813,0.012306796760723009,0.0,0.0,0.0,1.0
"{""Mo"": 0.136212, ""U"": 0.863788}",I,H,0.136212,0.10624536000000004,0.089763708,3.3091974898607748,11.634059189014325,18.12283275650806,-0.5882914552799999,0.03794289070363658,1.0,0.0,0.0,0.0
"{""Cr"": 0.087681, ""Fe"": 0.013932, ""U"": 0.898387}",I,H,0.0,0.030820080000000003,0.04641850799999999,3.0697395449949556,10.402356156006864,18.33596494928207,0.9742380490379999,0.055806950681772216,1.0,0.0,0.0,0.0
"{""Ti"": 0.056922, ""U"": 0.943078}",II,M,0.10587492000000001,0.009107520000000008,0.017816585999999995,1.8158850701103506,9.121283846418622,18.346515417623674,0.966273946488,0.013410974810521333,0.0,1.0,0.0,0.0
"{""Mn"": 0.023971, ""U"": 0.976029}",III,H,0.0,0.0040750700000000036,0.012488891000000002,0.9404383419768261,9.047237790232186,19.057646116893515,0.0,0.028561922828449767,0.0,0.0,1.0,0.0
"{""Al"": 0.007175, ""U"": 0.934681, ""Zr"": 0.058144}",IV,H,0.06395840000000001,0.004557449999999991,0.012835637000000004,2.1946607319688862,8.900649781417144,18.149679652957186,0.5089105768340001,0.009332785122595619,0.0,0.0,0.0,1.0
"{""Al"": 0.028918, ""Nb"": 0.059232, ""U"": 0.911851}",IV,H,0.06693215999999999,0.019682180000000018,0.03648333,2.94329691973189,9.399273080173524,18.127998381419197,0.5441914168606221,0.023800903540196088,0.0,0.0,0.0,1.0
"{""Fe"": 0.040885, ""U"": 0.885018, ""Zr"": 0.074097}",III,H,0.0815067,0.02210309999999999,0.037881286,3.588656142691856,9.484084359133536,17.742935247095463,0.8998690162859998,0.039287846701179165,0.0,0.0,1.0,0.0
"{""Ru"": 0.027535, ""U"": 0.972465}",II,H,0.0,0.022578700000000007,0.022909119999999995,1.0481151474183834,9.52972837787138,18.931415579083588,0.8033047132500001,0.023166867895980006,0.0,1.0,0.0,0.0
"{""Nb"": 0.113251, ""Si"": 0.008997, ""U"": 0.877752}",I,H,0.12797363,0.02959366000000002,0.05456610700000001,3.354801134652566,9.79205754326315,17.864961013847676,0.07696965996600005,0.03522830835723452,1.0,0.0,0.0,0.0
