element_system,composition,phase,functional,cutoff_energy,kpoint_density,pseudopotential,code,formation_energy,formation_energy_uncertainty,cohesive_energy,cohesive_energy_uncertainty,lattice_constant_a,lattice_constant_b,lattice_constant_c,lattice_constant_uncertainty,lattice_distortion,lattice_distortion_uncertainty,temperature,pressure,magnetic_ordering,source_id,source_doi,calculation_date,notes
Nb-U-Zr,"{""Nb"": 3.8, ""U"": 85, ""Zr"": 11.2}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.8173,0.051,-7.3531,0.091,3.4027,,,0.0161,6.48,0.013,,,,INCR-a396f7f713,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-Ti-U,"{""Mo"": 6.8, ""Ti"": 38.2, ""U"": 55}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.2452,0.052,-6.6324,0.049,3.4275,,,0.0122,0.3522,0.0245,,,,INCR-4ac0730a87,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-Ti-U,"{""Mo"": 15.7, ""Ti"": 29.2, ""U"": 55}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.3258,0.036,-6.1852,0.073,3.3752,,,0.0098,0.299,0.0182,,,,INCR-e307f50917,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-Ti-U,"{""Mo"": 24.8, ""Ti"": 20.2, ""U"": 55}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.7441,0.053,-5.9255,0.032,3.3366,,,0.0143,0.2289,0.0145,,,,INCR-6063b2fa4a,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-Ti-U,"{""Mo"": 33.8, ""Ti"": 11.2, ""U"": 55}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.6729,0.086,-6.916,0.036,3.3049,,,0.0167,0.3858,0.018,,,,INCR-98017be2f7,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-Ti-U,"{""Mo"": 5.2, ""Ti"": 29.8, ""U"": 65}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.8257,0.08,-7.2079,0.06,3.4119,,,0.0061,0.311,0.0123,,,,INCR-48f00cab89,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-Ti-U,"{""Mo"": 12.2, ""Ti"": 22.8, ""U"": 65}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.9733,0.099,-6.4124,0.103,3.4633,,,0.0058,0.3072,0.0101,,,,INCR-4228525946,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-Ti-U,"{""Mo"": 19.2, ""Ti"": 15.7, ""U"": 65}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.6613,0.082,-6.8642,0.108,3.4197,,,0.0141,0.2613,0.0186,,,,INCR-f320cdcdfe,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-Ti-U,"{""Mo"": 26.2, ""Ti"": 8.8, ""U"": 65}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.6433,0.092,-6.3882,0.125,3.3412,,,0.0196,0.3097,0.0215,,,,INCR-8aa3ff9678,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-Ti-U,"{""Mo"": 3.8, ""Ti"": 21.2, ""U"": 75}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.8472,0.041,-6.7513,0.118,3.4582,,,0.0128,0.3633,0.0269,,,,INCR-ae4868503e,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-Ti-U,"{""Mo"": 8.8, ""Ti"": 16.2, ""U"": 75}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.2146,0.065,-6.9901,0.112,3.4019,,,0.0188,0.3287,0.0091,,,,INCR-714f13a426,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-Ti-U,"{""Mo"": 13.8, ""Ti"": 11.2, ""U"": 75}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.236,0.065,-7.4761,0.085,3.4725,,,0.0051,0.3127,0.0138,,,,INCR-4093c2f487,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-Ti-U,"{""Mo"": 18.8, ""Ti"": 6.2, ""U"": 75}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.0499,0.099,-7.4304,0.033,3.4152,,,0.0179,0.2229,0.0159,,,,INCR-190a9a51f2,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-Ti-U,"{""Mo"": 2.2, ""Ti"": 12.8, ""U"": 85}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.4566,0.046,-7.2642,0.148,3.4693,,,0.0164,0.375,0.0264,,,,INCR-f190be717c,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-Ti-U,"{""Mo"": 5.2, ""Ti"": 9.8, ""U"": 85}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.1293,0.094,-7.3754,0.147,3.4681,,,0.009,0.2634,0.0203,,,,INCR-4ef93b0c9f,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-Ti-U,"{""Mo"": 8.2, ""Ti"": 6.7, ""U"": 85}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.2073,0.073,-7.3968,0.045,3.405,,,0.0127,0.2866,0.0121,,,,INCR-7cfe4e7989,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-Ti-U,"{""Mo"": 11.2, ""Ti"": 3.8, ""U"": 85}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.8294,0.058,-7.771,0.064,3.4334,,,0.0134,0.2649,0.0235,,,,INCR-af811a19e5,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Fe-Ni,"{""Cr"": 13.0, ""Fe"": 35, ""Ni"": 52.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.6204,0.048,-3.7613,0.131,3.5577,,,0.0178,2.3067,0.0242,,,,INCR-1400c9abd3,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Fe-Ni,"{""Cr"": 26.0, ""Fe"": 35, ""Ni"": 39.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.5135,0.064,-4.3197,0.075,3.6045,,,0.0059,1.8739,0.0153,,,,INCR-e8eb7540dc,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Fe-Ni,"{""Cr"": 39.0, ""Fe"": 35, ""Ni"": 26.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1021,0.084,-4.2166,0.126,3.5298,,,0.0095,1.8533,0.0184,,,,INCR-b7cedf516d,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Fe-Ni,"{""Cr"": 52.0, ""Fe"": 35, ""Ni"": 13.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.6388,0.082,-4.5973,0.123,3.5614,,,0.0106,2.2299,0.0165,,,,INCR-91ee1db7e9,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Fe-Ni,"{""Cr"": 11.0, ""Fe"": 45, ""Ni"": 44.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.0032,0.064,-4.6856,0.147,3.5891,,,0.0122,2.1206,0.0293,,,,INCR-87153183e1,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Fe-Ni,"{""Cr"": 22.0, ""Fe"": 45, ""Ni"": 33.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.0814,0.03,-4.3372,0.095,3.6093,,,0.0149,1.8228,0.0127,,,,INCR-1d75091132,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Fe-Ni,"{""Cr"": 33.0, ""Fe"": 45, ""Ni"": 22.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.5311,0.1,-3.9398,0.13,3.5201,,,0.0078,1.663,0.0284,,,,INCR-da00374a26,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Fe-Ni,"{""Cr"": 44.0, ""Fe"": 45, ""Ni"": 11.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.4425,0.086,-4.4003,0.039,3.539,,,0.005,2.1528,0.0292,,,,INCR-1217d99098,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Fe-Ni,"{""Cr"": 9.0, ""Fe"": 55, ""Ni"": 36.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.6366,0.099,-3.9029,0.108,3.5366,,,0.0098,2.12,0.0101,,,,INCR-c02dbededc,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Fe-Ni,"{""Cr"": 18.0, ""Fe"": 55, ""Ni"": 27.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.1055,0.046,-3.7001,0.047,3.5699,,,0.0168,1.8193,0.0239,,,,INCR-2602bdeeed,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Fe-Ni,"{""Cr"": 27.0, ""Fe"": 55, ""Ni"": 18.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.0417,0.092,-4.492,0.088,3.6182,,,0.0082,1.709,0.0189,,,,INCR-fcb3e05413,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Fe-Ni,"{""Cr"": 36.0, ""Fe"": 55, ""Ni"": 9.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.3936,0.021,-4.0998,0.041,3.5338,,,0.0064,2.0074,0.0281,,,,INCR-3035ea41f9,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Fe-Ni,"{""Cr"": 7.0, ""Fe"": 65, ""Ni"": 28.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.562,0.08,-4.1366,0.125,3.5672,,,0.0088,1.9608,0.0284,,,,INCR-4cec6d8dd9,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Fe-Ni,"{""Cr"": 14.0, ""Fe"": 65, ""Ni"": 21.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.6144,0.091,-3.7641,0.086,3.5852,,,0.018,1.7506,0.0241,,,,INCR-99568e5a5e,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Fe-Ni,"{""Cr"": 21.0, ""Fe"": 65, ""Ni"": 14.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.1746,0.05,-3.9343,0.084,3.5766,,,0.0056,1.6884,0.0267,,,,INCR-7ecc8b0827,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Fe-Ni,"{""Cr"": 28.0, ""Fe"": 65, ""Ni"": 7.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.4802,0.028,-4.3712,0.057,3.528,,,0.017,1.8271,0.0152,,,,INCR-937136d2cb,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Fe-Ni,"{""Cr"": 5.0, ""Fe"": 75, ""Ni"": 20.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.1006,0.098,-4.117,0.083,3.6244,,,0.015,1.8282,0.0131,,,,INCR-e93ae72172,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Fe-Ni,"{""Cr"": 10.0, ""Fe"": 75, ""Ni"": 15.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.0491,0.074,-3.7174,0.086,3.599,,,0.0078,1.7579,0.0264,,,,INCR-be0381c4f7,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Fe-Ni,"{""Cr"": 15.0, ""Fe"": 75, ""Ni"": 10.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.5047,0.096,-4.2943,0.054,3.539,,,0.0153,1.6657,0.0116,,,,INCR-63b442c354,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Fe-Ni,"{""Cr"": 20.0, ""Fe"": 75, ""Ni"": 5.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.397,0.087,-4.2589,0.078,3.5695,,,0.0082,1.7774,0.0153,,,,INCR-f4f50f61f8,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-Nb,"{""Mo"": 5, ""Nb"": 95.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.8688,0.064,-4.6492,0.141,3.2522,,,0.0076,0.3819,0.0051,,,,INCR-362be9cb74,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-Nb,"{""Mo"": 15, ""Nb"": 85.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.8209,0.051,-5.1323,0.077,3.2709,,,0.0181,0.267,0.009,,,,INCR-4d90a6933c,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-Nb,"{""Mo"": 25, ""Nb"": 75.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.139,0.046,-5.3384,0.07,3.3149,,,0.0148,0.2183,0.0276,,,,INCR-a40528827f,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-Nb,"{""Mo"": 35, ""Nb"": 65.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.3735,0.055,-5.3777,0.079,3.2755,,,0.0109,0.326,0.0096,,,,INCR-66b7e68c9d,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-Nb,"{""Mo"": 45, ""Nb"": 55.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.9508,0.043,-4.8995,0.042,3.2506,,,0.0081,0.3917,0.025,,,,INCR-e54bf3c7e6,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-Nb,"{""Mo"": 55, ""Nb"": 45.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.0207,0.03,-4.5118,0.074,3.3076,,,0.0141,0.2088,0.0279,,,,INCR-425be43657,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-Nb,"{""Mo"": 65, ""Nb"": 35.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.6956,0.087,-5.3163,0.035,3.2997,,,0.0061,0.2165,0.0285,,,,INCR-1ebe57346e,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-Nb,"{""Mo"": 75, ""Nb"": 25.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.2777,0.058,-4.8438,0.094,3.2667,,,0.0166,0.2589,0.0243,,,,INCR-1ae6865eee,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-Nb,"{""Mo"": 85, ""Nb"": 15.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.8698,0.042,-4.7555,0.085,3.2735,,,0.0079,0.301,0.0215,,,,INCR-7b111a3a07,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-Nb,"{""Mo"": 95, ""Nb"": 5.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.1346,0.05,-4.5231,0.144,3.3287,,,0.0127,0.2267,0.0059,,,,INCR-e074250030,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Fe-Ni,"{""Fe"": 5, ""Ni"": 95.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1699,0.075,-4.3087,0.121,3.5306,,,0.0123,1.4865,0.0071,,,,INCR-f8dc49fb36,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Fe-Ni,"{""Fe"": 15, ""Ni"": 85.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.4883,0.024,-4.434,0.083,3.5646,,,0.0127,1.4029,0.007,,,,INCR-931c4931f6,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Fe-Ni,"{""Fe"": 25, ""Ni"": 75.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.116,0.063,-4.6841,0.036,3.5378,,,0.0142,1.2802,0.014,,,,INCR-6932e1c998,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Fe-Ni,"{""Fe"": 35, ""Ni"": 65.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.0663,0.034,-4.1773,0.039,3.5961,,,0.0186,1.0031,0.0299,,,,INCR-fb570565f2,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Fe-Ni,"{""Fe"": 45, ""Ni"": 55.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.0027,0.072,-3.8939,0.147,3.5534,,,0.0111,0.9681,0.0129,,,,INCR-6a35fa11e2,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Fe-Ni,"{""Fe"": 55, ""Ni"": 45.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.3141,0.059,-4.6132,0.133,3.6015,,,0.0188,0.8747,0.0066,,,,INCR-34dc67d45b,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Fe-Ni,"{""Fe"": 65, ""Ni"": 35.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.4304,0.068,-3.8694,0.13,3.6037,,,0.0161,1.0803,0.0174,,,,INCR-ee8ab709b6,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Fe-Ni,"{""Fe"": 75, ""Ni"": 25.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1245,0.061,-4.3606,0.124,3.5347,,,0.0116,1.1232,0.0179,,,,INCR-db182b39b7,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Fe-Ni,"{""Fe"": 85, ""Ni"": 15.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.0337,0.029,-3.8218,0.057,3.6013,,,0.0143,1.2781,0.0129,,,,INCR-d7f1fdb21b,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Fe-Ni,"{""Fe"": 95, ""Ni"": 5.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1454,0.033,-3.9313,0.086,3.5748,,,0.0137,1.4887,0.0213,,,,INCR-e27883bb9b,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Ti-Zr,"{""Ti"": 95.0, ""Zr"": 5}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.3238,0.06,-4.5861,0.059,3.3032,,,0.0141,0.3739,0.0055,,,,INCR-72ee64daae,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Ti-Zr,"{""Ti"": 85.0, ""Zr"": 15}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.6906,0.094,-4.854,0.049,3.262,,,0.0158,0.2641,0.0141,,,,INCR-4b7190c160,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Ti-Zr,"{""Ti"": 75.0, ""Zr"": 25}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.7855,0.069,-4.7324,0.126,3.2595,,,0.0116,0.2183,0.0227,,,,INCR-08417f4185,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Ti-Zr,"{""Ti"": 65.0, ""Zr"": 35}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.2962,0.078,-5.0331,0.033,3.2632,,,0.0141,0.3239,0.0294,,,,INCR-b77c5e88ce,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Ti-Zr,"{""Ti"": 55.0, ""Zr"": 45}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.3006,0.054,-4.8256,0.105,3.3305,,,0.0191,0.3291,0.0222,,,,INCR-9ab27ebe1a,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Ti-Zr,"{""Ti"": 45.0, ""Zr"": 55}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.753,0.071,-4.8969,0.105,3.3423,,,0.019,0.2903,0.0072,,,,INCR-8e242bdf65,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Ti-Zr,"{""Ti"": 35.0, ""Zr"": 65}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.1493,0.076,-5.1979,0.075,3.3087,,,0.012,0.325,0.0068,,,,INCR-fe3cb7a514,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Ti-Zr,"{""Ti"": 25.0, ""Zr"": 75}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.324,0.057,-5.4082,0.073,3.3197,,,0.0065,0.2867,0.0123,,,,INCR-6cfe4c11a3,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Ti-Zr,"{""Ti"": 15.0, ""Zr"": 85}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.0935,0.07,-5.072,0.146,3.3378,,,0.0084,0.3094,0.0184,,,,INCR-7be858bd44,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Ti-Zr,"{""Ti"": 5.0, ""Zr"": 95}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.1764,0.042,-4.7416,0.084,3.3031,,,0.0171,0.3773,0.0213,,,,INCR-2e3032f5c5,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Ni,"{""Cr"": 95.0, ""Ni"": 5}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.433,0.056,-4.9547,0.14,3.5442,,,0.0067,3.0158,0.0096,,,,INCR-24ef908f12,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Ni,"{""Cr"": 85.0, ""Ni"": 15}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.1718,0.066,-4.5184,0.055,3.5755,,,0.0179,2.7273,0.0105,,,,INCR-1079050996,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Ni,"{""Cr"": 75.0, ""Ni"": 25}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.714,0.042,-4.1076,0.084,3.5804,,,0.0069,2.2677,0.0096,,,,INCR-582c4f594e,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Ni,"{""Cr"": 65.0, ""Ni"": 35}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.0165,0.047,-4.9098,0.109,3.5431,,,0.0137,2.0073,0.0085,,,,INCR-a37eac7ab6,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Ni,"{""Cr"": 55.0, ""Ni"": 45}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.7407,0.08,-4.5728,0.031,3.5277,,,0.0098,1.6529,0.0293,,,,INCR-f29137d953,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Ni,"{""Cr"": 45.0, ""Ni"": 55}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.5287,0.033,-4.8781,0.1,3.558,,,0.0117,1.8392,0.0094,,,,INCR-54cac6df19,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Ni,"{""Cr"": 35.0, ""Ni"": 65}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.0231,0.069,-4.4615,0.091,3.5676,,,0.0175,2.083,0.0258,,,,INCR-3cd59f76f2,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Ni,"{""Cr"": 25.0, ""Ni"": 75}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.0406,0.066,-4.8149,0.122,3.5162,,,0.0179,2.4282,0.0171,,,,INCR-5a0315d035,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Ni,"{""Cr"": 15.0, ""Ni"": 85}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.6954,0.074,-4.0776,0.102,3.5405,,,0.0088,2.7184,0.0164,,,,INCR-77b90cf435,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Cr-Ni,"{""Cr"": 5.0, ""Ni"": 95}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.3431,0.041,-4.8383,0.081,3.4797,,,0.0189,3.1194,0.024,,,,INCR-4a8298f38a,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-U-Zr,"{""Mo"": 5.6, ""U"": 92, ""Zr"": 2.4}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.1584,0.035,-7.6173,0.044,3.4294,,,0.0114,0.3179,0.0163,,,,INCR-7c3c3eb323,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-U-Zr,"{""Mo"": 4.0, ""U"": 92, ""Zr"": 4.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.9417,0.039,-7.7391,0.038,3.5089,,,0.0188,0.296,0.0172,,,,INCR-ea1a2ad857,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-U-Zr,"{""Mo"": 2.4, ""U"": 92, ""Zr"": 5.6}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.3086,0.054,-7.2965,0.103,3.4563,,,0.0132,0.3951,0.0262,,,,INCR-fdbb507a96,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-U-Zr,"{""Mo"": 4.2, ""U"": 94, ""Zr"": 1.8}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.4613,0.041,-7.862,0.05,3.5019,,,0.006,0.3255,0.0155,,,,INCR-1893f6d3ec,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-U-Zr,"{""Mo"": 3.0, ""U"": 94, ""Zr"": 3.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.4096,0.041,-7.4646,0.04,3.5147,,,0.0083,0.2806,0.0081,,,,INCR-ec2a837ad6,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-U-Zr,"{""Mo"": 1.8, ""U"": 94, ""Zr"": 4.2}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.1142,0.09,-8.0282,0.077,3.4612,,,0.019,0.3417,0.0233,,,,INCR-8db7b969df,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-U-Zr,"{""Mo"": 2.8, ""U"": 96, ""Zr"": 1.2}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.8781,0.085,-7.4441,0.136,3.492,,,0.0069,0.3414,0.006,,,,INCR-a76ab86d30,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-U-Zr,"{""Mo"": 2.0, ""U"": 96, ""Zr"": 2.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.7285,0.075,-7.7411,0.064,3.4588,,,0.0078,0.2481,0.0297,,,,INCR-de79694a2b,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Mo-U-Zr,"{""Mo"": 1.2, ""U"": 96, ""Zr"": 2.8}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.2145,0.098,-7.4063,0.097,3.4691,,,0.0196,0.2912,0.0239,,,,INCR-dfe1e18819,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
