composition,element_system,source,phase,functional,mo_equivalent,lattice_distortion,allen_chi_diff,vec,cluster_I,cluster_II,cluster_III,cluster_IV,label
"{""Mo"": 0.034928, ""U"": 0.965072}",Mo-U,experimental,I,,0.034928,0.020083862066640954,0.023017552,6.0,1.0,0.0,0.0,0.0,H
"{""Mo"": 0.149301, ""U"": 0.850699}",Mo-U,experimental,I,,0.149301,0.039479143134618214,0.098389359,6.0,1.0,0.0,0.0,0.0,H
"{""Fe"": 0.02031, ""Ti"": 0.035805000000000003, ""U"": 0.943885}",Fe-Ti-U,experimental,III,,0.06659730000000001,0.02906342406214671,0.023656995,5.96901,0.0,0.6380646885859396,0.36193531141406043,0.0,H
"{""Mo"": 0.047737, ""U"": 0.952263}",Mo-U,experimental,I,,0.047737,0.023355839574856645,0.031458683,6.0,1.0,0.0,0.0,0.0,H
"{""Si"": 0.014501, ""Ti"": 0.061901, ""U"": 0.923598}",Si-Ti-U,experimental,IV,,0.11513586,0.03280222144639626,0.029380702999999994,5.847196,0.0,0.810201303630795,0.0,0.189798696369205,H
"{""U"": 0.9551499999999999, ""Zr"": 0.04485}",U-Zr,experimental,II,,0.049335000000000004,0.005300944472132408,0.007759050000000002,5.9103,0.0,1.0,0.0,0.0,M
"{""Fe"": 0.04, ""U"": 0.96}",Fe-U,experimental,III,,0.0,0.037976585159429116,0.02452,6.08,0.0,0.0,1.0,0.0,H
"{""U"": 0.978055, ""V"": 0.021945}",U-V,experimental,III,,0.0531069,0.020724957845534863,0.009348569999999999,5.978055,0.0,0.0,1.0,0.0,H
"{""Si"": 0.016657, ""U"": 0.983343}",Si-U,experimental,IV,,0.0,0.032129443519579734,0.01149333,5.966685999999999,0.0,0.0,0.0,1.0,H
"{""U"": 0.894278, ""Zr"": 0.105722}",U-Zr,experimental,II,,0.1162942,0.007862825727373249,0.018289906000000005,5.788556000000001,0.0,1.0,0.0,0.0,M
"{""Mo"": 0.040928, ""U"": 0.959072}",Mo-U,experimental,I,,0.040928,0.02168710193888806,0.026971552,6.0,1.0,0.0,0.0,0.0,H
"{""Ta"": 0.059905, ""Ti"": 0.056697, ""U"": 0.883398}",Ta-Ti-U,experimental,I,,0.10545642,0.023354132648049822,0.032482791,5.826701,0.0,1.0,0.0,0.0,H
"{""Ru"": 0.070578, ""U"": 0.901212, ""V"": 0.028210000000000002}",Ru-U-V,experimental,II,,0.0682682,0.042673340256021486,0.07073835599999999,6.112946,0.7144390006883428,0.0,0.2855609993116573,0.0,M
"{""Mn"": 0.050327000000000004, ""U"": 0.949673}",Mn-U,experimental,III,,0.0,0.04102449124035676,0.02622036700000001,6.050327,0.0,0.0,1.0,0.0,H
"{""Ta"": 0.055989, ""U"": 0.901543, ""V"": 0.042468}",Ta-U-V,experimental,I,,0.10277256,0.033825318504617057,0.031864661999999995,5.901543,0.0,0.5686644931289802,0.43133550687101985,0.0,H
"{""U"": 0.957177, ""V"": 0.042823}",U-V,experimental,III,,0.10363166,0.028725227133557924,0.018242598,5.957177,0.0,0.0,1.0,0.0,H
"{""Ru"": 0.035, ""U"": 0.965}",Ru-U,experimental,II,,0.0,0.026046219860127572,0.029119999999999997,6.07,1.0,0.0,0.0,0.0,H
"{""U"": 0.915, ""Zr"": 0.085}",U-Zr,experimental,II,,0.09350000000000001,0.007135261490282358,0.014705000000000005,5.83,0.0,1.0,0.0,0.0,M
"{""Cr"": 0.096428, ""Ti"": 0.073222, ""U"": 0.83035}",Cr-Ti-U,experimental,I,,0.13619292,0.05490918901948117,0.06457538199999999,5.853556,0.0,0.43160624815797227,0.5683937518420277,0.0,H
"{""U"": 0.983, ""Zr"": 0.017}",U-Zr,experimental,II,,0.0187,0.0033131976601191416,0.002941000000000001,5.965999999999999,0.0,1.0,0.0,0.0,H
"{""Cr"": 0.075953, ""U"": 0.924047}",Cr-U,experimental,I,,0.0,0.04820745618458886,0.032811696,6.0,0.0,0.0,1.0,0.0,H
"{""Mo"": 0.082053, ""U"": 0.797307, ""Zr"": 0.12064}",Mo-U-Zr,experimental,I,,0.21475700000000003,0.032117857332801106,0.074943647,5.75872,0.4048141771052774,0.5951858228947225,0.0,0.0,M
"{""Al"": 0.019903999999999998, ""U"": 0.980096}",Al-U,experimental,IV,,0.0,0.01165854066009214,0.007702847999999999,5.940288,0.0,0.0,0.0,1.0,H
"{""Si"": 0.016579, ""U"": 0.983421}",Si-U,experimental,IV,,0.0,0.03205477229719153,0.01143951,5.966842,0.0,0.0,0.0,1.0,H
"{""Mn"": 0.035214, ""U"": 0.964786}",Mn-U,experimental,III,,0.0,0.03449045290246495,0.018346494000000005,6.035214,0.0,0.0,1.0,0.0,H
"{""Ru"": 0.021428, ""U"": 0.906541, ""Zr"": 0.072031}",Ru-U-Zr,experimental,II,,0.0792341,0.02175439316782481,0.030289458999999998,5.8987940000000005,0.22927700916979638,0.7707229908302036,0.0,0.0,M
"{""Ta"": 0.040341, ""Ti"": 0.106127, ""U"": 0.853532}",Ta-Ti-U,experimental,I,,0.19739622,0.023534673995931135,0.043141637,5.747405,0.0,1.0,0.0,0.0,H
"{""Ru"": 0.082512, ""U"": 0.917488}",Ru-U,experimental,II,,0.0,0.039259074090266015,0.06864998399999998,6.165024,1.0,0.0,0.0,0.0,M
"{""Mo"": 0.079897, ""U"": 0.920103}",Mo-U,experimental,I,,0.079897,0.029806132140324,0.052652123,6.0,1.0,0.0,0.0,0.0,H
"{""U"": 0.929528, ""V"": 0.070472}",U-V,experimental,III,,0.17054224,0.03645653464558214,0.030021072,5.929528,0.0,0.0,1.0,0.0,H
"{""Ti"": 0.035715, ""U"": 0.9642850000000001}",Ti-U,experimental,II,,0.0664299,0.010728567117732759,0.011178794999999997,5.92857,0.0,1.0,0.0,0.0,M
"{""Mo"": 0.063474, ""U"": 0.936526}",Mo-U,experimental,I,,0.063474,0.02675448807329557,0.04182936600000001,6.0,1.0,0.0,0.0,0.0,H
"{""Mn"": 0.045533, ""U"": 0.954467}",Mn-U,experimental,III,,0.0,0.03908487335353034,0.023722693000000003,6.045532999999999,0.0,0.0,1.0,0.0,H
"{""Ru"": 0.070188, ""U"": 0.929812}",Ru-U,experimental,II,,0.0,0.03638708679953399,0.05839641599999999,6.140376,1.0,0.0,0.0,0.0,M
"{""Fe"": 0.02986, ""Mo"": 0.149364, ""U"": 0.820776}",Fe-Mo-U,experimental,III,,0.149364,0.0500218400670246,0.116735056,6.0597199999999996,0.8333928491719859,0.0,0.1666071508280141,0.0,H
"{""Fe"": 0.034587, ""U"": 0.965413}",Fe-U,experimental,III,,0.0,0.03537593824133946,0.021201831,6.069174,0.0,0.0,1.0,0.0,H
"{""Ru"": 0.066048, ""U"": 0.856306, ""V"": 0.077646}",Ru-U-V,experimental,II,,0.18790332,0.05049205720290932,0.08802913199999998,6.05445,0.4596434089106017,0.0,0.5403565910893984,0.0,M
"{""Ti"": 0.10893699999999999, ""U"": 0.891063}",Ti-U,experimental,II,,0.20262282,0.018088306186506007,0.03409728099999999,5.782126000000001,0.0,1.0,0.0,0.0,M
"{""Ni"": 0.04, ""U"": 0.96}",Ni-U,experimental,II,,0.0,0.040529302879556216,0.026920000000000003,6.16,0.0,0.0,1.0,0.0,H
"{""Fe"": 0.052006, ""U"": 0.947994}",Fe-U,experimental,III,,0.0,0.04313119471491606,0.031879677999999995,6.104012,0.0,0.0,1.0,0.0,H
"{""Fe"": 0.043839, ""U"": 0.956161}",Fe-U,experimental,III,,0.0,0.03970720908264718,0.026873307000000003,6.087678,0.0,0.0,1.0,0.0,H
"{""Si"": 0.006809, ""Ti"": 0.033465, ""U"": 0.959726}",Si-Ti-U,experimental,IV,,0.062244900000000006,0.022969015560245217,0.015172754999999998,5.919452,0.0,0.8309331082087699,0.0,0.16906689179123005,H
"{""Nb"": 0.013000000000000001, ""U"": 0.987}",Nb-U,experimental,I,,0.01469,0.009449737555569012,0.005551000000000001,5.987,1.0,0.0,0.0,0.0,H
"{""U"": 0.959, ""Zr"": 0.041}",U-Zr,experimental,II,,0.04510000000000001,0.005079024394515001,0.007093000000000002,5.917999999999999,0.0,1.0,0.0,0.0,M
"{""Fe"": 0.032859, ""U"": 0.92133, ""Zr"": 0.045811}",Fe-U-Zr,experimental,III,,0.0503921,0.03509261825076759,0.02806787,5.974095999999999,0.0,0.5823185458243295,0.41768145417567054,0.0,H
"{""Cr"": 0.070401, ""Fe"": 0.052854, ""U"": 0.876745}",Cr-Fe-U,experimental,I,,0.0,0.06227058587658913,0.062812734,6.105708,0.0,0.0,1.0,0.0,H
"{""U"": 0.983674, ""V"": 0.016326}",U-V,experimental,III,,0.039508919999999996,0.017912847995263232,0.006954875999999999,5.983674,0.0,0.0,1.0,0.0,H
"{""U"": 0.939967, ""V"": 0.060033}",U-V,experimental,III,,0.14527986,0.03378639713435645,0.025574057999999997,5.939966999999999,0.0,0.0,1.0,0.0,H
"{""Ti"": 0.095205, ""U"": 0.854706, ""V"": 0.050089}",Ti-U-V,experimental,II,,0.29829668,0.03442338437914427,0.05113707899999999,5.759500999999999,0.0,0.6552576155932109,0.344742384406789,0.0,M
"{""Mn"": 0.04238, ""U"": 0.95762}",Mn-U,experimental,III,,0.0,0.03774726981551797,0.022079980000000006,6.0423800000000005,0.0,0.0,1.0,0.0,H
"{""Cr"": 0.087614, ""U"": 0.912386}",Cr-U,experimental,I,,0.0,0.05155767200436502,0.037849247999999995,6.0,0.0,0.0,1.0,0.0,H
"{""Mo"": 0.06, ""Nb"": 0.04, ""U"": 0.9}",Mo-Nb-U,experimental,I,,0.10519999999999999,0.030178513454845388,0.056620000000000004,5.960000000000001,1.0,0.0,0.0,0.0,H
"{""Ru"": 0.074512, ""U"": 0.925488}",Ru-U,experimental,II,,0.0,0.03742694219915729,0.06199398399999999,6.149024,1.0,0.0,0.0,0.0,M
"{""U"": 0.97086, ""Zr"": 0.029140000000000003}",U-Zr,experimental,II,,0.032054000000000006,0.004309571555449744,0.005041220000000002,5.941719999999999,0.0,1.0,0.0,0.0,M
"{""Fe"": 0.019712, ""U"": 0.980288}",Fe-U,experimental,III,,0.0,0.026834177194794844,0.012083456,6.039424,0.0,0.0,1.0,0.0,H
"{""Ti"": 0.044178, ""U"": 0.955822}",Ti-U,experimental,II,,0.08217108000000001,0.01188550832065135,0.013827713999999998,5.911644,0.0,1.0,0.0,0.0,M
"{""Fe"": 0.036174, ""Nb"": 0.140527, ""U"": 0.823299}",Fe-Nb-U,experimental,III,,0.15879551,0.04517403007040967,0.08217969100000001,5.931821,0.7952812943899583,0.0,0.20471870561004182,0.0,H
"{""U"": 0.96051, ""Zr"": 0.03949}",U-Zr,experimental,II,,0.043439,0.0049887343305243595,0.006831770000000001,5.9210199999999995,0.0,1.0,0.0,0.0,M
"{""Ru"": 0.056574, ""U"": 0.943426}",Ru-U,experimental,II,,0.0,0.03284273459532606,0.04706956799999999,6.113148,1.0,0.0,0.0,0.0,H
"{""U"": 0.9337610000000001, ""Zr"": 0.06623899999999999}",U-Zr,experimental,II,,0.0728629,0.006366095458331458,0.011459347000000002,5.867522,0.0,1.0,0.0,0.0,M
"{""Cr"": 0.084821, ""U"": 0.915179}",Cr-U,experimental,I,,0.0,0.05078094969663485,0.036642671999999994,5.999999999999999,0.0,0.0,1.0,0.0,H
"{""Cr"": 0.031435, ""Mo"": 0.134918, ""U"": 0.833647}",Cr-Mo-U,experimental,I,,0.134918,0.04788906005009655,0.102490882,6.0,0.8110343666780883,0.0,0.18896563332191182,0.0,H
"{""Si"": 0.016563, ""U"": 0.983437}",Si-U,experimental,IV,,0.0,0.032039432856278326,0.01142847,5.966874000000001,0.0,0.0,0.0,1.0,H
"{""Ta"": 0.0833, ""U"": 0.9167}",Ta-U,experimental,I,,0.0,0.023188897994066718,0.0204918,5.9167,0.0,1.0,0.0,0.0,H
"{""Cr"": 0.089208, ""U"": 0.910792}",Cr-U,experimental,I,,0.0,0.05199421193876214,0.038537855999999995,6.000000000000001,0.0,0.0,1.0,0.0,H
"{""Cr"": 0.028104999999999998, ""U"": 0.971895}",Cr-U,experimental,I,,0.0,0.029814754596752275,0.012141359999999997,6.0,0.0,0.0,1.0,0.0,H
"{""Cr"": 0.067617, ""Mn"": 0.030834, ""U"": 0.901549}",Cr-Mn-U,experimental,I,,0.0,0.05506350736427056,0.045275058,6.0308340000000005,0.0,0.0,1.0,0.0,H
"{""U"": 0.937441, ""Zr"": 0.062559}",U-Zr,experimental,II,,0.06881490000000001,0.006199493090409844,0.010822707000000003,5.874882,0.0,1.0,0.0,0.0,M
"{""Mo"": 0.053284, ""U"": 0.946716}",Mo-U,experimental,I,,0.053284,0.024618506983302105,0.035114156,6.0,1.0,0.0,0.0,0.0,H
"{""Cr"": 0.070565, ""Nb"": 0.065371, ""U"": 0.8640639999999999}",Cr-Nb-U,experimental,I,,0.07386923,0.0498849780645148,0.058397497,5.934628999999999,0.4808954213747646,0.0,0.5191045786252354,0.0,H
"{""Mn"": 0.039674, ""U"": 0.960326}",Mn-U,experimental,III,,0.0,0.03655532569001372,0.020670154000000007,6.039674,0.0,0.0,1.0,0.0,H
"{""Fe"": 0.031859, ""U"": 0.92233, ""Zr"": 0.045811}",Fe-U-Zr,experimental,III,,0.0503921,0.034577819968421186,0.02745487,5.972096,0.0,0.5898158877301404,0.4101841122698597,0.0,H
"{""Ru"": 0.05837, ""U"": 0.94163}",Ru-U,experimental,II,,0.0,0.033336717517255345,0.04856383999999999,6.11674,1.0,0.0,0.0,0.0,H
"{""Ru"": 0.067332, ""U"": 0.881119, ""V"": 0.05155}",Ru-U-V,experimental,II,,0.12475087524912475,0.04642114270434304,0.07798044601955396,6.083113916886084,0.5663767433253142,0.0,0.4336232566746858,0.0,M
"{""Mo"": 0.037, ""U"": 0.963}",Mo-U,experimental,I,,0.037,0.020653467044782055,0.024383,6.0,1.0,0.0,0.0,0.0,H
"{""U"": 0.929401, ""V"": 0.070599}",U-V,experimental,III,,0.17084957999999997,0.03648753687489036,0.030075173999999993,5.929401,0.0,0.0,1.0,0.0,H
"{""Ta"": 0.076916, ""U"": 0.923084}",Ta-U,experimental,I,,0.0,0.02234808700125265,0.018921336,5.923083999999999,0.0,1.0,0.0,0.0,H
"{""Si"": 0.014415, ""U"": 0.940106, ""Zr"": 0.045479}",Si-U-Zr,experimental,IV,,0.0500269,0.03048642088745144,0.017814217,5.880212,0.0,0.7593248071593147,0.0,0.2406751928406852,H
"{""Al"": 0.033042999999999996, ""U"": 0.966957}",Al-U,experimental,IV,,0.0,0.014936869460190147,0.012787640999999999,5.9008709999999995,0.0,0.0,0.0,1.0,H
"{""Ru"": 0.048969, ""U"": 0.951031}",Ru-U,experimental,II,,0.0,0.030645423572689588,0.04074220799999999,6.097938,1.0,0.0,0.0,0.0,H
"{""U"": 0.92, ""Zr"": 0.08}",U-Zr,experimental,II,,0.08800000000000001,0.0069419958885621885,0.013840000000000003,5.840000000000001,0.0,1.0,0.0,0.0,M
"{""Al"": 0.025774, ""Mo"": 0.125772, ""U"": 0.848454}",Al-Mo-U,experimental,IV,,0.125772,0.03830662350381784,0.09285828600000001,5.922677999999999,0.8299262270201787,0.0,0.0,0.17007377297982132,H
"{""Si"": 0.006249, ""U"": 0.906207, ""Zr"": 0.087544}",Si-U-Zr,experimental,IV,,0.0962984,0.021143396473411537,0.019456922000000005,5.812414,0.0,0.9333745588689987,0.0,0.06662544113100125,H
"{""Ta"": 0.027342999999999996, ""U"": 0.972657}",Ta-U,experimental,I,,0.0,0.013621106820824595,0.006726377999999999,5.972657,0.0,1.0,0.0,0.0,H
"{""Fe"": 0.010015, ""U"": 0.989985}",Fe-U,experimental,III,,0.0,0.019185524709426128,0.006139195,6.02003,0.0,0.0,1.0,0.0,H
"{""Ti"": 0.048499, ""U"": 0.951501}",Ti-U,experimental,II,,0.09020814,0.01242813022127392,0.015180186999999998,5.903002000000001,0.0,1.0,0.0,0.0,M
"{""Fe"": 0.058985, ""U"": 0.941015}",Fe-U,experimental,III,,0.0,0.04582686981753534,0.036157805,6.11797,0.0,0.0,1.0,0.0,H
"{""Mo"": 0.083789, ""Ru"": 0.030062000000000002, ""U"": 0.886149}",Mo-Ru-U,experimental,I,,0.083789,0.038114688722626404,0.080228535,6.060124,1.0,0.0,0.0,0.0,H
"{""Fe"": 0.040576, ""U"": 0.959424}",Fe-U,experimental,III,,0.0,0.03824183166581331,0.024873088,6.0811519999999994,0.0,0.0,1.0,0.0,H
"{""Al"": 0.012604, ""Ru"": 0.029874, ""U"": 0.957522}",Al-Ru-U,experimental,IV,,0.0,0.02570807155031157,0.029732915999999998,6.021936,0.703281698761712,0.0,0.0,0.2967183012382881,H
"{""Ta"": 0.058933, ""U"": 0.941067}",Ta-U,experimental,I,,0.0,0.01972179371467543,0.014497518,5.941067,0.0,1.0,0.0,0.0,H
"{""Mn"": 0.014544000000000001, ""U"": 0.985456}",Mn-U,experimental,III,,0.0,0.02231566022945306,0.007577424000000003,6.014544,0.0,0.0,1.0,0.0,H
"{""U"": 0.855652, ""Zr"": 0.144348}",U-Zr,experimental,II,,0.15878280000000003,0.008978109680892386,0.024972204000000008,5.711303999999999,0.0,1.0,0.0,0.0,M
"{""Ru"": 0.072011, ""U"": 0.927989}",Ru-U,experimental,II,,0.0,0.03683001521554362,0.059913152,6.144022,1.0,0.0,0.0,0.0,M
"{""Al"": 0.012240000000000001, ""U"": 0.98776}",Al-U,experimental,IV,,0.0,0.009172302873082261,0.004736880000000001,5.96328,0.0,0.0,0.0,1.0,H
"{""Mn"": 0.041497, ""U"": 0.958503}",Mn-U,experimental,III,,0.0,0.03736299704361591,0.021619937000000006,6.041497000000001,0.0,0.0,1.0,0.0,H
"{""Ti"": 0.093312, ""U"": 0.883385, ""V"": 0.023303}",Ti-U-V,experimental,II,,0.22995358000000002,0.026667377134836637,0.039133733999999996,5.7900730000000005,0.0,0.8001715045234318,0.1998284954765682,0.0,M
"{""Ti"": 0.034478, ""U"": 0.965522}",Ti-U,experimental,II,,0.06412908,0.010547141021669083,0.010791613999999998,5.931044,0.0,1.0,0.0,0.0,M
"{""Ta"": 0.021414, ""U"": 0.923349, ""Zr"": 0.055237}",Ta-U-Zr,experimental,I,,0.06076070000000001,0.013602398359411468,0.014823845000000002,5.868112,0.0,1.0,0.0,0.0,H
"{""Cr"": 0.049637, ""U"": 0.950363}",Cr-U,experimental,I,,0.0,0.039333945626564226,0.021443183999999997,6.0,0.0,0.0,1.0,0.0,H
"{""U"": 0.96651, ""Zr"": 0.03349}",U-Zr,experimental,II,,0.036839000000000004,0.004609176789313931,0.005793770000000001,5.93302,0.0,1.0,0.0,0.0,M
"{""Mn"": 0.04119, ""Ta"": 0.056201, ""U"": 0.902609}",Mn-Ta-U,experimental,III,,0.0,0.04126998675927338,0.035285436,5.984989,0.0,0.5770656426158475,0.42293435738415247,0.0,H
"{""U"": 0.980914, ""V"": 0.019086000000000002}",U-V,experimental,III,,0.046188120000000006,0.019348243234479374,0.008130636,5.980914,0.0,0.0,1.0,0.0,H
"{""Ru"": 0.035219, ""U"": 0.964781}",Ru-U,experimental,II,,0.0,0.026125426219107732,0.029302207999999996,6.070438,1.0,0.0,0.0,0.0,H
"{""Ti"": 0.09686600000000001, ""U"": 0.903134}",Ti-U,experimental,II,,0.18017076,0.01715985124321016,0.030319057999999996,5.806267999999999,0.0,1.0,0.0,0.0,M
"{""Ta"": 0.06117, ""U"": 0.921542, ""V"": 0.017288}",Ta-U-V,experimental,I,,0.04183696,0.026882810651195497,0.022412507999999998,5.921542,0.0,0.7796528078717275,0.22034719212827247,0.0,H
"{""Si"": 0.01797, ""U"": 0.98203}",Si-U,experimental,IV,,0.0,0.03336044910481716,0.012399299999999999,5.96406,0.0,0.0,0.0,1.0,H
"{""Mo"": 0.085425, ""U"": 0.914575}",Mo-U,experimental,I,,0.085425,0.03074597863078914,0.056295075,6.0,1.0,0.0,0.0,0.0,H
"{""Nb"": 0.095844, ""U"": 0.904156}",Nb-U,experimental,I,,0.10830371999999999,0.024728942232056336,0.04092538800000001,5.9041559999999995,1.0,0.0,0.0,0.0,H
"{""U"": 0.79848, ""V"": 0.073763, ""Zr"": 0.127757}",U-V-Zr,experimental,III,,0.31903916,0.03901071285396735,0.053524999000000004,5.670722999999999,0.0,0.6339668519253673,0.3660331480746328,0.0,M
"{""Cr"": 0.043628, ""Ru"": 0.034692, ""U"": 0.92168}",Cr-Ru-U,experimental,I,,0.0,0.04453927038835198,0.047711039999999996,6.0693839999999994,0.44295199182839634,0.0,0.5570480081716037,0.0,H
"{""Cr"": 0.094197, ""Nb"": 0.078785, ""U"": 0.827018}",Cr-Nb-U,experimental,I,,0.08902704999999998,0.056375748211990005,0.07433429899999999,5.921215000000001,0.45545201234810556,0.0,0.5445479876518945,0.0,H
"{""U"": 0.887869, ""Zr"": 0.11213100000000001}",U-Zr,experimental,II,,0.12334410000000003,0.008067255562887288,0.019398663000000007,5.775738,0.0,1.0,0.0,0.0,M
"{""Ni"": 0.043000000000000003, ""U"": 0.957}",Ni-U,experimental,II,,0.0,0.04198201418777437,0.028939000000000003,6.172,0.0,0.0,1.0,0.0,H
"{""Mo"": 0.083789, ""Ru"": 0.022062000000000002, ""U"": 0.894149}",Mo-Ru-U,experimental,I,,0.083789,0.03627610140592175,0.07357253500000001,6.044124,1.0,0.0,0.0,0.0,H
"{""U"": 0.98, ""V"": 0.02}",U-V,experimental,III,,0.0484,0.019799434301877087,0.008519999999999998,5.9799999999999995,0.0,0.0,1.0,0.0,H
"{""Ta"": 0.024534, ""U"": 0.9754659999999999}",Ta-U,experimental,I,,0.0,0.012918075745141143,0.006035364,5.975466,0.0,1.0,0.0,0.0,H
"{""U"": 0.932761, ""Zr"": 0.067239}",U-Zr,experimental,II,,0.0739629,0.006410369939803721,0.011632347000000001,5.8655219999999995,0.0,1.0,0.0,0.0,M
"{""Ru"": 0.019592000000000002, ""Ti"": 0.116138, ""U"": 0.86427}",Ru-Ti-U,experimental,II,,0.21601668000000002,0.026454375279462747,0.052651738,5.806908,0.14434539158623738,0.8556546084137625,0.0,0.0,M
"{""U"": 0.930528, ""V"": 0.069472}",U-V,experimental,III,,0.16812224,0.03621125816250043,0.029595071999999997,5.930528000000001,0.0,0.0,1.0,0.0,H
"{""Si"": 0.018362, ""U"": 0.949459, ""Zr"": 0.032179}",Si-U-Zr,experimental,IV,,0.0353969,0.034107883206447275,0.018236747,5.898918,0.0,0.6366910033438198,0.0,0.3633089966561801,H
"{""Ta"": 0.039477000000000005, ""U"": 0.960523}",Ta-U,experimental,I,,0.0,0.016280801623687394,0.009711342000000001,5.960522999999999,0.0,1.0,0.0,0.0,H
"{""Ru"": 0.021428, ""U"": 0.910541, ""Zr"": 0.068031}",Ru-U-Zr,experimental,II,,0.0748341,0.02169013760891636,0.029597458999999996,5.906794,0.23952872265507102,0.7604712773449289,0.0,0.0,M
"{""Al"": 0.026979, ""U"": 0.973021}",Al-U,experimental,IV,,0.0,0.01353225853871405,0.010440873,5.9190629999999995,0.0,0.0,0.0,1.0,H
"{""Nb"": 0.106052, ""U"": 0.751131, ""Zr"": 0.142817}",Nb-U-Zr,experimental,I,,0.27693745999999997,0.02849498929661914,0.06999154500000002,5.608314,0.42613583853352566,0.5738641614664743,0.0,0.0,M
"{""Mo"": 0.149101, ""U"": 0.850899}",Mo-U,experimental,I,,0.149101,0.039456454857337606,0.09825755900000001,6.0,1.0,0.0,0.0,0.0,H
"{""U"": 0.95438, ""Zr"": 0.04562}",U-Zr,experimental,II,,0.050182000000000004,0.005343994247648519,0.007892260000000002,5.90876,0.0,1.0,0.0,0.0,M
"{""Nb"": 0.076497, ""U"": 0.923503}",Nb-U,experimental,I,,0.08644160999999999,0.02229140753668838,0.032664219,5.923502999999999,1.0,0.0,0.0,0.0,H
"{""U"": 0.942963, ""Zr"": 0.057037000000000004}",U-Zr,experimental,II,,0.06274070000000001,0.005937811005140472,0.009867401000000003,5.885926,0.0,1.0,0.0,0.0,M
"{""Cr"": 0.055482, ""U"": 0.944518}",Cr-U,experimental,I,,0.0,0.04150124473356808,0.023968223999999996,6.0,0.0,0.0,1.0,0.0,H
"{""Mn"": 0.01688, ""U"": 0.98312}",Mn-U,experimental,III,,0.0,0.02402303216534799,0.008794480000000002,6.01688,0.0,0.0,1.0,0.0,H
"{""Fe"": 0.055, ""U"": 0.945}",Fe-U,experimental,III,,0.0,0.04431103251769876,0.033715,6.11,0.0,0.0,1.0,0.0,H
"{""Ru"": 0.065883, ""U"": 0.934117}",Ru-U,experimental,II,,0.0,0.035313387474427325,0.05481465599999999,6.131766,1.0,0.0,0.0,0.0,M
"{""Mo"": 0.136175, ""U"": 0.8638250000000001}",Mo-U,experimental,I,,0.136175,0.037938394278154895,0.089739325,6.0,1.0,0.0,0.0,0.0,H
"{""Mo"": 0.1228, ""U"": 0.8772}",Mo-U,experimental,I,,0.1228,0.03625131841780438,0.0809252,5.999999999999999,1.0,0.0,0.0,0.0,H
"{""Al"": 0.029043, ""U"": 0.970957}",Al-U,experimental,IV,,0.0,0.014027874284575905,0.011239641,5.912871,0.0,0.0,0.0,1.0,H
"{""Mo"": 0.080425, ""U"": 0.919575}",Mo-U,experimental,I,,0.080425,0.02989761082306568,0.053000075,6.0,1.0,0.0,0.0,0.0,H
"{""Nb"": 0.129316, ""U"": 0.870684}",Nb-U,experimental,I,,0.14612707999999996,0.028267061841577946,0.055217932,5.870684000000001,1.0,0.0,0.0,0.0,H
"{""Nb"": 0.049, ""U"": 0.951}",Nb-U,experimental,I,,0.055369999999999996,0.01806275752920506,0.020923000000000004,5.951,1.0,0.0,0.0,0.0,H
"{""Cr"": 0.065084, ""U"": 0.934916}",Cr-U,experimental,I,,0.0,0.0447981448352556,0.028116287999999996,6.0,0.0,0.0,1.0,0.0,H
"{""Al"": 0.029525, ""Ta"": 0.068923, ""U"": 0.901552}",Al-Ta-U,experimental,IV,,0.0,0.025031982181269636,0.028381233,5.842502,0.0,0.7000954818787584,0.0,0.2999045181212417,H
"{""U"": 0.977, ""V"": 0.023}",U-V,experimental,III,,0.055659999999999994,0.02120900258294278,0.009797999999999998,5.977,0.0,0.0,1.0,0.0,H
"{""Al"": 0.022698, ""Ti"": 0.117102, ""U"": 0.8602}",Al-Ti-U,experimental,IV,,0.21780972,0.02192923292912257,0.04543705199999999,5.697702,0.0,0.8376394849785407,0.0,0.1623605150214592,M
"{""Cr"": 0.09905, ""U"": 0.90095}",Cr-U,experimental,I,,0.0,0.05458853649243743,0.0427896,6.0,0.0,0.0,1.0,0.0,H
"{""Al"": 0.029386, ""U"": 0.970614}",Al-U,experimental,IV,,0.0,0.014108377960670288,0.011372382,5.911842,0.0,0.0,0.0,1.0,H
"{""Nb"": 0.133032, ""U"": 0.866968}",Nb-U,experimental,I,,0.15032616,0.028618035812343276,0.05680466400000001,5.866968,1.0,0.0,0.0,0.0,H
"{""Mo"": 0.084023, ""U"": 0.915977}",Mo-U,experimental,I,,0.084023,0.030511290012427594,0.055371157000000004,6.000000000000001,1.0,0.0,0.0,0.0,H
"{""U"": 0.862461, ""Zr"": 0.137539}",U-Zr,experimental,II,,0.1512929,0.008800131272775062,0.023794247000000004,5.724922,0.0,1.0,0.0,0.0,M
"{""Al"": 0.029525, ""Ta"": 0.068923, ""U"": 0.901552}",Al-Ta-U,experimental,IV,,0.0,0.025031982181269636,0.028381233,5.842502,0.0,0.7000954818787584,0.0,0.2999045181212417,H
"{""U"": 0.891869, ""Zr"": 0.108131}",U-Zr,experimental,II,,0.11894410000000001,0.007940696236163936,0.018706663000000005,5.7837380000000005,0.0,1.0,0.0,0.0,M
